PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/data/songy4/tes/output/weights_case//ENST00000427149.5.wgt.RDat	ENST00000427149.5	3	195959748	195967520	0.0303	rs9846085	-2.399	rs2343130	 1.69e-02	-3.65	 0.06481	27	 3	lasso	0.018	0.00019	-0.30154	7.63e-01
NA	/data/songy4/tes/output/weights_case//ENST00000427590.1.wgt.RDat	ENST00000427590.1	3	35690075	35737252	0.0199	rs9859804	-1.951	rs6550367	 6.61e-03	-3.37	 0.69307	12	 3	enet	0.013	0.0016	-0.38509	7.00e-01
NA	/data/songy4/tes/output/weights_case//ENST00000537897.5.wgt.RDat	ENST00000537897.5	3	52818526	52830688	0.0219	rs2710323	 4.817	rs17052201	 5.74e-03	 3.89	-0.69737	 5	 4	enet	0.011	0.0029	-2.59900	9.35e-03
NA	/data/songy4/tes/output/weights_case//ENST00000427567.1.wgt.RDat	ENST00000427567.1	3	12673699	12673883	0.1788	rs361021	-2.153	rs7624896	 3.92e-02	 6.13	-1.21875	23	23	enet	0.13	1.5e-23	 0.98044	3.27e-01
NA	/data/songy4/tes/output/weights_case//ENST00000565519.1.wgt.RDat	ENST00000565519.1	3	32236688	32238578	0.0272	rs4458399	-2.099	rs4075566	 2.12e-02	 4.08	-1.36806	39	 2	lasso	0.023	3.7e-05	-0.89511	3.71e-01
NA	/data/songy4/tes/output/weights_case//ENST00000425156.5.wgt.RDat	ENST00000425156.5	3	40390951	40453305	0.0545	rs7617131	 1.875	rs4974049	 1.90e-02	-3.88	-0.46919	 7	 7	enet	0.031	1.5e-06	 0.47325	6.36e-01
NA	/data/songy4/tes/output/weights_case//ENST00000434243.5.wgt.RDat	ENST00000434243.5	3	5187646	5208172	0.0444	rs9821267	 2.955	rs7637793	-1.36e-03	 3.05	-0.76238	48	21	enet	0.0017	0.14	-1.04930	2.94e-01
NA	/data/songy4/tes/output/weights_case//ENST00000424904.1.wgt.RDat	ENST00000424904.1	3	9988705	10003106	0.0445	rs7642020	 2.481	rs3894571	 3.60e-02	-5.43	-1.84672	26	 1	top1	0.036	2.3e-07	 1.84672	6.48e-02
NA	/data/songy4/tes/output/weights_case//ENST00000429122.1.wgt.RDat	ENST00000429122.1	3	10285754	10292933	0.0307	rs2619508	-2.206	rs2619508	 2.71e-02	 4.78	-2.20619	32	 1	top1	0.027	6.6e-06	-2.20619	2.74e-02
NA	/data/songy4/tes/output/weights_case//ENST00000425479.1.wgt.RDat	ENST00000425479.1	3	10290080	10292938	0.0303	rs2619508	-2.206	rs2619508	 2.18e-02	 4.42	-2.20619	32	 1	top1	0.022	4.9e-05	-2.20619	2.74e-02
NA	/data/songy4/tes/output/weights_case//ENST00000545097.1.wgt.RDat	ENST00000545097.1	3	46242381	46266706	0.0633	rs7625839	-3.258	rs6803980	 3.33e-02	 5.16	-0.17204	16	 1	top1	0.033	6.3e-07	-0.17204	8.63e-01
NA	/data/songy4/tes/output/weights_case//ENST00000424275.1.wgt.RDat	ENST00000424275.1	3	27255112	27291557	0.0227	rs1488225	 1.825	rs7429875	 1.38e-02	 3.61	 0.15094	13	 1	top1	0.014	0.001	 0.15094	8.80e-01
NA	/data/songy4/tes/output/weights_case//ENST00000562308.5.wgt.RDat	ENST00000562308.5	3	150883699	150941685	0.0444	rs3821665	 4.716	rs11710513	 2.38e-02	-4.24	 0.68367	20	11	enet	0.028	4.6e-06	-2.55143	1.07e-02
NA	/data/songy4/tes/output/weights_case//ENST00000427415.1.wgt.RDat	ENST00000427415.1	3	195985446	195990318	0.0362	rs9846085	-2.399	rs2343130	-8.78e-04	-3.12	 0.06481	27	13	enet	0.0093	0.006	 0.37329	7.09e-01
NA	/data/songy4/tes/output/weights_case//ENST00000427338.2.wgt.RDat	ENST00000427338.2	3	98497604	98498663	0.0781	rs9832986	-2.178	rs4857399	 6.73e-02	 7.19	 0.02857	 8	 1	top1	0.067	1.6e-12	 0.02857	9.77e-01
NA	/data/songy4/tes/output/weights_case//ENST00000427331.5.wgt.RDat	ENST00000427331.5	3	2571341	3057956	0.0790	rs3792424	-3.419	rs9310935	 6.41e-02	 7.07	 2.30693	81	12	enet	0.064	4.8e-12	 1.59479	1.11e-01
NA	/data/songy4/tes/output/weights_case//ENST00000566804.1.wgt.RDat	ENST00000566804.1	3	20388249	20390562	0.1852	rs982501	-2.128	rs9838186	 8.91e-02	-8.08	-1.45926	12	12	enet	0.11	5.3e-20	 1.27293	2.03e-01
NA	/data/songy4/tes/output/weights_case//ENST00000425289.5.wgt.RDat	ENST00000425289.5	3	35690072	35729541	0.0222	rs9859804	-1.951	rs6550367	 1.40e-02	-3.63	 0.69307	12	 1	top1	0.014	0.00094	-0.69307	4.88e-01
NA	/data/songy4/tes/output/weights_case//ENST00000430981.1.wgt.RDat	ENST00000430981.1	3	4303361	4314402	0.0354	rs13068994	-2.429	rs794185	 8.12e-03	-3.42	-0.60000	39	 2	lasso	0.0097	0.0052	 0.41926	6.75e-01
NA	/data/songy4/tes/output/weights_case//ENST00000430505.6.wgt.RDat	ENST00000430505.6	3	2511589	3037676	0.0764	rs3792424	-3.419	rs9310935	 4.30e-02	 5.88	 2.30693	80	14	enet	0.043	1.4e-08	 1.43846	1.50e-01
NA	/data/songy4/tes/output/weights_case//ENST00000429845.6.wgt.RDat	ENST00000429845.6	3	27110904	27369392	0.0261	rs11129298	-2.184	rs7429875	 5.36e-03	 3.67	 0.15094	17	 5	enet	0.018	0.00024	 0.34717	7.28e-01
NA	/data/songy4/tes/output/weights_case//ENST00000424201.6.wgt.RDat	ENST00000424201.6	3	50362892	50503423	0.0248	rs2236951	-2.331	rs2236947	 1.40e-02	 3.46	 0.97938	 6	 1	top1	0.014	0.00097	 0.97938	3.27e-01
NA	/data/songy4/tes/output/weights_case//ENST00000430179.5.wgt.RDat	ENST00000430179.5	3	10285750	10292917	0.0324	rs2619508	-2.206	rs2619508	 2.73e-02	 4.78	-2.20619	32	 1	top1	0.027	6.1e-06	-2.20619	2.74e-02
NA	/data/songy4/tes/output/weights_case//ENST00000426895.9.wgt.RDat	ENST00000426895.9	3	9809988	9836354	0.0387	rs7642020	 2.481	rs159159	-1.35e-03	 3.26	 0.84404	22	 9	enet	0.0098	0.0049	-1.71861	8.57e-02
NA	/data/songy4/tes/output/weights_case//ENST00000430831.6.wgt.RDat	ENST00000430831.6	3	63741827	63805093	0.0529	rs1007234	-2.765	rs12493866	 2.35e-02	-4.26	 2.21053	36	15	enet	0.03	2.7e-06	-0.10030	9.20e-01
NA	/data/songy4/tes/output/weights_case//ENST00000429770.5.wgt.RDat	ENST00000429770.5	3	50362802	50503428	0.0244	rs2236951	-2.331	rs2236947	 1.42e-02	 3.47	 0.97938	 6	 1	top1	0.014	9e-04	 0.97938	3.27e-01
NA	/data/songy4/tes/output/weights_case//ENST00000539167.2.wgt.RDat	ENST00000539167.2	3	40100011	40260313	0.0199	rs7617131	 1.875	rs13067751	 1.26e-02	 3.56	 0.75600	 6	 1	top1	0.013	0.0016	 0.75600	4.50e-01
NA	/data/songy4/tes/output/weights_case//ENST00000423994.6.wgt.RDat	ENST00000423994.6	3	50362799	50503423	0.0235	rs2236951	-2.331	rs2236947	 1.26e-02	 3.33	 0.97938	 6	 1	top1	0.013	0.0016	 0.97938	3.27e-01
NA	/data/songy4/tes/output/weights_case//ENST00000429900.6.wgt.RDat	ENST00000429900.6	3	49007353	49011706	0.0172	rs2255532	 7.374	rs12497850	 1.26e-02	 3.83	-6.42424	 3	 1	top1	0.013	0.0017	-6.42424	1.33e-10
NA	/data/songy4/tes/output/weights_case//ENST00000427741.5.wgt.RDat	ENST00000427741.5	3	2098866	3042995	0.0559	rs3792424	-3.419	rs9310935	 4.89e-02	 6.27	 2.30693	93	 1	top1	0.049	1.7e-09	 2.30693	2.11e-02
NA	/data/songy4/tes/output/weights_case//ENST00000565169.1.wgt.RDat	ENST00000565169.1	3	150890938	150941743	0.0346	rs3821665	 4.716	rs6793061	 3.62e-03	-3.56	 1.64407	20	15	enet	0.0086	0.0078	-1.56746	1.17e-01
NA	/data/songy4/tes/output/weights_case//ENST00000538717.1.wgt.RDat	ENST00000538717.1	3	10284419	10285745	0.0455	rs2619508	-2.206	rs2619508	 3.19e-02	 5.14	-2.20619	32	 1	top1	0.032	1.1e-06	-2.20619	2.74e-02
NA	/data/songy4/tes/output/weights_case//ENST00000594446.5.wgt.RDat	ENST00000594446.5	3	195708154	195733378	0.0192	rs9844652	 1.958	rs2343130	 2.57e-03	-2.91	 0.06481	15	 1	top1	0.0026	0.094	-0.06481	9.48e-01
NA	/data/songy4/tes/output/weights_case//ENST00000569170.5.wgt.RDat	ENST00000569170.5	3	150882997	150941743	0.0494	rs3821665	 4.716	rs11710513	 1.26e-02	-4.50	 0.68367	20	10	enet	0.036	2e-07	-2.52272	1.16e-02
NA	/data/songy4/tes/output/weights_case//ENST00000425059.1.wgt.RDat	ENST00000425059.1	3	130081831	130098390	0.0800	rs4682639	-1.391	rs9853619	 6.13e-02	 6.76	-0.38919	 6	 2	lasso	0.068	1.1e-12	-0.39786	6.91e-01
NA	/data/songy4/tes/output/weights_case//ENST00000432377.1.wgt.RDat	ENST00000432377.1	3	42770612	42773635	0.0331	rs3843370	-2.827	rs1062051	-1.21e-03	 3.07	-0.35507	22	 9	enet	0.0048	0.037	-0.69453	4.87e-01
NA	/data/songy4/tes/output/weights_case//ENST00000430219.2.wgt.RDat	ENST00000430219.2	3	14491170	14513678	0.0421	rs17039443	 2.529	rs1062540	 2.96e-02	-4.79	 0.39623	41	 1	top1	0.03	2.6e-06	-0.39623	6.92e-01
NA	/data/songy4/tes/output/weights_case//ENST00000431636.5.wgt.RDat	ENST00000431636.5	3	44555193	44583445	0.0338	rs4682935	-1.650	rs6800118	 3.01e-02	-4.82	-0.31633	 8	 1	top1	0.03	2.1e-06	 0.31633	7.52e-01
NA	/data/songy4/tes/output/weights_case//ENST00000424034.5.wgt.RDat	ENST00000424034.5	3	38346808	38414976	0.0353	rs6599222	 1.530	rs2070491	 6.61e-03	-3.62	 0.79000	22	 8	enet	0.014	0.001	-0.97397	3.30e-01
NA	/data/songy4/tes/output/weights_case//ENST00000426518.5.wgt.RDat	ENST00000426518.5	3	9751079	9788219	0.0349	rs7642020	 2.481	rs10510398	 1.34e-03	-3.42	-1.11017	22	11	enet	0.019	0.00015	-0.42103	6.74e-01
NA	/data/songy4/tes/output/weights_case//ENST00000568966.2.wgt.RDat	ENST00000568966.2	3	124723788	124726325	0.0900	rs4679232	-2.679	rs333284	 3.97e-02	 5.53	 1.80412	28	 1	top1	0.04	5.8e-08	 1.80412	7.12e-02
NA	/data/songy4/tes/output/weights_case//ENST00000479831.1.wgt.RDat	ENST00000479831.1	3	4768267	4775334	0.0470	rs9821267	 2.955	rs7637793	 1.34e-03	 3.38	-0.76238	58	11	enet	0.011	0.0029	-0.09517	9.24e-01
NA	/data/songy4/tes/output/weights_case//ENST00000479967.5.wgt.RDat	ENST00000479967.5	3	127715474	127823185	0.0346	rs17282181	 2.423	rs664910	 4.31e-02	-5.89	 1.27679	21	 1	top1	0.043	1.6e-08	-1.27679	2.02e-01
