PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/data/songy4/tes/output/weights_case//ENST00000631330.2.wgt.RDat	ENST00000631330.2	2	39917563	40251732	0.0339	rs720796	-2.04	rs7570435	 3.08e-02	 -5.03	-0.6885	19	 1	top1	0.031	1.6e-06	 0.68852	4.91e-01
NA	/data/songy4/tes/output/weights_case//ENST00000627337.1.wgt.RDat	ENST00000627337.1	2	101983468	101984170	0.0399	rs11123853	-2.42	rs4851502	 1.74e-02	 -3.80	-0.8152	14	 7	enet	0.032	9.7e-07	-0.17738	8.59e-01
NA	/data/songy4/tes/output/weights_case//ENST00000409886.3.wgt.RDat	ENST00000409886.3	2	106404990	106468376	0.0221	rs4851831	-2.69	rs10496399	 1.03e-03	 -3.19	 0.7317	21	 3	lasso	0.0018	0.13	-1.15617	2.48e-01
NA	/data/songy4/tes/output/weights_case//ENST00000627273.1.wgt.RDat	ENST00000627273.1	2	101983764	101985545	0.0411	rs11123853	-2.42	rs4851502	 2.11e-02	 -4.09	-0.8152	14	10	enet	0.031	1.5e-06	-0.43412	6.64e-01
NA	/data/songy4/tes/output/weights_case//ENST00000627487.3.wgt.RDat	ENST00000627487.3	2	69988665	70086273	0.0318	rs7420531	 4.21	rs3796097	 1.02e-02	  5.04	-0.4314	 6	 4	enet	0.01	0.004	-0.24351	8.08e-01
NA	/data/songy4/tes/output/weights_case//ENST00000627050.2.wgt.RDat	ENST00000627050.2	2	69963395	70086273	0.0376	rs7420531	 4.21	rs3796097	 3.47e-02	  5.61	-0.4314	 6	 1	top1	0.035	3.8e-07	-0.43137	6.66e-01
NA	/data/songy4/tes/output/weights_case//ENST00000627327.2.wgt.RDat	ENST00000627327.2	2	69963282	70085879	0.0497	rs7420531	 4.21	rs3796097	 4.67e-02	  6.35	-0.4314	 6	 1	top1	0.047	4e-09	-0.43137	6.66e-01
NA	/data/songy4/tes/output/weights_case//ENST00000627037.2.wgt.RDat	ENST00000627037.2	2	69993863	70085570	0.0488	rs7420531	 4.21	rs3796097	 4.54e-02	  6.13	-0.4314	 6	 1	top1	0.045	6.7e-09	-0.43137	6.66e-01
NA	/data/songy4/tes/output/weights_case//ENST00000445418.1.wgt.RDat	ENST00000445418.1	2	677186	682802	0.0659	rs13415540	 2.67	rs4854379	 2.70e-02	  4.89	-0.8505	15	 7	enet	0.039	7.4e-08	-0.03495	9.72e-01
NA	/data/songy4/tes/output/weights_case//ENST00000409833.5.wgt.RDat	ENST00000409833.5	2	175114243	175168169	0.0380	rs3739153	 2.04	rs2600699	 5.09e-03	 -3.26	-1.8020	27	11	enet	0.017	0.00031	 0.28401	7.76e-01
NA	/data/songy4/tes/output/weights_case//ENST00000409837.5.wgt.RDat	ENST00000409837.5	2	169810081	169824905	0.0301	rs2042549	 2.25	rs13025896	 1.31e-03	  2.71	-0.1078	31	 1	top1	0.0013	0.17	-0.10784	9.14e-01
NA	/data/songy4/tes/output/weights_case//ENST00000627325.2.wgt.RDat	ENST00000627325.2	2	69963254	70051303	0.0410	rs7420531	 4.21	rs3796097	 3.72e-02	  5.66	-0.4314	 5	 1	top1	0.037	1.5e-07	-0.43137	6.66e-01
NA	/data/songy4/tes/output/weights_case//ENST00000410097.5.wgt.RDat	ENST00000410097.5	2	169811814	169824874	0.0347	rs2042549	 2.25	rs13025896	-4.15e-04	  2.78	-0.1078	31	13	enet	-0.00018	0.35	 0.81002	4.18e-01
NA	/data/songy4/tes/output/weights_case//ENST00000617142.3.wgt.RDat	ENST00000617142.3	2	69993863	70018081	0.0526	rs7420531	 4.21	rs3796097	 4.61e-02	  6.19	-0.4314	 4	 1	top1	0.046	5.1e-09	-0.43137	6.66e-01
NA	/data/songy4/tes/output/weights_case//ENST00000617388.4.wgt.RDat	ENST00000617388.4	2	202773150	202871472	0.0322	rs1208083	 1.93	rs2177083	 2.74e-02	  4.56	 1.4900	18	 1	top1	0.027	5.9e-06	 1.49000	1.36e-01
NA	/data/songy4/tes/output/weights_case//ENST00000627074.2.wgt.RDat	ENST00000627074.2	2	69996690	70087015	0.0345	NA	   NA	NA	       NA	    NA	     NA	 6	 0	enet	0.022	5.2e-05	      NA	      NA
NA	/data/songy4/tes/output/weights_case//ENST00000435984.1.wgt.RDat	ENST00000435984.1	2	74918148	74932794	0.0887	rs680545	-2.56	rs17010664	 5.65e-03	 -5.14	 0.8284	26	 6	enet	0.06	2.8e-11	-1.72123	8.52e-02
NA	/data/songy4/tes/output/weights_case//ENST00000453567.1.wgt.RDat	ENST00000453567.1	2	85490930	85491780	0.0364	rs6720075	 1.74	rs12991467	 2.65e-03	  2.28	-0.9391	20	 3	lasso	0.0072	0.014	 0.41463	6.78e-01
NA	/data/songy4/tes/output/weights_case//ENST00000409862.1.wgt.RDat	ENST00000409862.1	2	68315921	68319887	0.0682	rs4362542	-2.84	rs17523693	 5.04e-02	 -6.10	-1.8777	20	 1	top1	0.05	1e-09	 1.87766	6.04e-02
NA	/data/songy4/tes/output/weights_case//ENST00000453565.1.wgt.RDat	ENST00000453565.1	2	42826322	42827617	0.0389	rs17029230	-1.61	rs11896488	 1.95e-02	  3.86	-0.9286	17	 1	top1	0.019	0.00012	-0.92857	3.53e-01
