PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/data/songy4/tes/output/weights_case//ENST00000511511.6.wgt.RDat	ENST00000511511.6	5	178048952	178063321	0.0316	rs7446073	 2.590	rs10903230	 0.006259	  3.21	-0.34711	19	 9	enet	0.0087	0.0076	-0.91367	0.360892
NA	/data/songy4/tes/output/weights_case//ENST00000506058.2.wgt.RDat	ENST00000506058.2	5	102141893	102146874	0.0323	rs1363786	 1.954	rs1901515	 0.015523	  3.76	 0.80290	 5	 5	enet	0.024	2.4e-05	-1.04059	0.298066
NA	/data/songy4/tes/output/weights_case//ENST00000510943.3.wgt.RDat	ENST00000510943.3	5	1078519	1081658	0.0455	rs6554658	 3.000	rs6864667	 0.041277	 -5.64	 0.04167	27	 1	top1	0.041	3.2e-08	-0.04167	0.966764
NA	/data/songy4/tes/output/weights_case//ENST00000508107.5.wgt.RDat	ENST00000508107.5	5	35064798	35230409	0.0435	rs244777	 2.808	rs6869966	 0.026173	 -4.47	 0.05825	29	 1	top1	0.026	9.4e-06	-0.05825	0.953548
NA	/data/songy4/tes/output/weights_case//ENST00000511489.1.wgt.RDat	ENST00000511489.1	5	128365170	128377821	0.0741	rs4355569	 2.061	rs4355569	 0.068577	  7.08	 2.06061	10	 1	top1	0.069	9.7e-13	 2.06061	0.039341
NA	/data/songy4/tes/output/weights_case//ENST00000511486.5.wgt.RDat	ENST00000511486.5	5	35065089	35089620	0.0384	rs244777	 2.808	rs6869966	 0.029094	 -4.68	 0.05825	27	 1	top1	0.029	3.1e-06	-0.05825	0.953548
NA	/data/songy4/tes/output/weights_case//ENST00000583759.1.wgt.RDat	ENST00000583759.1	5	1062896	1062974	0.0498	rs6554658	 3.000	rs6864667	 0.000860	 -3.76	 0.04167	27	20	enet	0.017	0.00029	-0.30996	0.756594
NA	/data/songy4/tes/output/weights_case//ENST00000508916.1.wgt.RDat	ENST00000508916.1	5	80559969	80570250	0.1256	rs11949801	-2.112	rs11949801	 0.091028	 -8.19	-2.11224	22	 3	lasso	0.095	4e-17	 2.27426	0.022951
NA	/data/songy4/tes/output/weights_case//ENST00000510594.1.wgt.RDat	ENST00000510594.1	5	145703904	145796531	0.0337	rs9325009	 2.007	rs471172	 0.001069	  3.11	 1.05102	19	 7	enet	0.011	0.0025	 0.58421	0.559078
NA	/data/songy4/tes/output/weights_case//ENST00000505001.2.wgt.RDat	ENST00000505001.2	5	34190056	34193653	0.0456	rs7735822	 1.661	rs1874453	-0.001092	 -2.33	 1.02281	13	13	enet	0.0035	0.063	 0.56266	0.573665
NA	/data/songy4/tes/output/weights_case//ENST00000506024.5.wgt.RDat	ENST00000506024.5	5	59988321	60448707	0.0296	rs10471513	-4.701	rs10471476	 0.011672	 -3.17	-1.42982	16	 1	top1	0.012	0.0024	 1.42982	0.152767
NA	/data/songy4/tes/output/weights_case//ENST00000508053.5.wgt.RDat	ENST00000508053.5	5	128258037	128659185	0.0778	rs4355569	 2.061	rs4355569	 0.071177	  7.31	 2.06061	11	 1	top1	0.071	3.6e-13	 2.06061	0.039341
NA	/data/songy4/tes/output/weights_case//ENST00000510758.1.wgt.RDat	ENST00000510758.1	5	44500632	44510282	0.0529	rs723166	-0.540	rs723166	 0.028768	 -4.67	-0.53982	 3	 3	enet	0.04	4.6e-08	 0.66433	0.506481
NA	/data/songy4/tes/output/weights_case//ENST00000652853.1.wgt.RDat	ENST00000652853.1	5	98770959	98773366	0.0202	rs6888499	 0.856	rs17166786	 0.018130	 -3.95	-0.59633	 6	 1	top1	0.018	2e-04	 0.59633	0.550955
NA	/data/songy4/tes/output/weights_case//ENST00000506178.1.wgt.RDat	ENST00000506178.1	5	36680347	36686233	0.0530	rs17290929	 1.383	rs42914	 0.023218	  4.41	 0.49693	12	 7	enet	0.041	3.8e-08	-0.61480	0.538689
NA	/data/songy4/tes/output/weights_case//ENST00000505362.1.wgt.RDat	ENST00000505362.1	5	98770758	98773072	0.0238	rs6888499	 0.856	rs17166786	 0.020939	 -4.26	-0.59633	 6	 1	top1	0.021	6.8e-05	 0.59633	0.550955
NA	/data/songy4/tes/output/weights_case//ENST00000508878.5.wgt.RDat	ENST00000508878.5	5	128024027	128082960	0.0332	rs4355569	 2.061	rs251215	 0.011729	 -3.47	-0.47368	13	 1	top1	0.012	0.0023	 0.47368	0.635725
NA	/data/songy4/tes/output/weights_case//ENST00000502993.1.wgt.RDat	ENST00000502993.1	5	60021249	60030972	0.0310	rs10471476	-1.430	rs10471476	 0.015582	 -3.74	-1.42982	 3	 1	top1	0.016	0.00052	 1.42982	0.152767
NA	/data/songy4/tes/output/weights_case//ENST00000508353.5.wgt.RDat	ENST00000508353.5	5	127966735	128082881	0.0417	rs4355569	 2.061	rs251215	 0.018051	 -4.06	-0.47368	13	 1	top1	0.018	2e-04	 0.47368	0.635725
NA	/data/songy4/tes/output/weights_case//ENST00000381918.3.wgt.RDat	ENST00000381918.3	5	36608329	36688332	0.0671	rs17290929	 1.383	rs42914	 0.033495	  5.23	 0.49693	13	 4	enet	0.046	4.9e-09	 0.03185	0.974591
NA	/data/songy4/tes/output/weights_case//ENST00000508696.1.wgt.RDat	ENST00000508696.1	5	60030886	60033020	0.0219	rs10471476	-1.430	rs10471476	 0.008884	 -2.81	-1.42982	 3	 3	enet	0.012	0.0021	 1.48827	0.136680
NA	/data/songy4/tes/output/weights_case//ENST00000508356.5.wgt.RDat	ENST00000508356.5	5	176120890	176132258	0.0414	rs17078748	 2.084	rs10214381	 0.012298	  3.39	-0.43537	17	 1	top1	0.012	0.0019	-0.43537	0.663291
NA	/data/songy4/tes/output/weights_case//ENST00000505677.1.wgt.RDat	ENST00000505677.1	5	98770950	98773469	0.0260	rs6888499	 0.856	rs17166786	 0.024829	 -4.41	-0.59633	 6	 1	top1	0.025	1.6e-05	 0.59633	0.550955
NA	/data/songy4/tes/output/weights_case//ENST00000505654.1.wgt.RDat	ENST00000505654.1	5	102753981	102866282	0.0287	rs402232	 1.928	rs1592635	 0.002317	  3.15	-0.40196	17	 8	enet	0.0038	0.055	-0.53487	0.592739
NA	/data/songy4/tes/output/weights_case//ENST00000508296.5.wgt.RDat	ENST00000508296.5	5	176063748	176126959	0.0544	rs17078748	 2.084	rs10214381	 0.017932	  3.86	-0.43537	17	 1	top1	0.018	0.00021	-0.43537	0.663291
NA	/data/songy4/tes/output/weights_case//ENST00000505706.1.wgt.RDat	ENST00000505706.1	5	44495618	44510240	0.0435	rs723166	-0.540	rs723166	 0.022713	 -4.33	-0.53982	 3	 3	enet	0.033	7.6e-07	 0.65761	0.510788
NA	/data/songy4/tes/output/weights_case//ENST00000505265.5.wgt.RDat	ENST00000505265.5	5	98769294	98770466	0.0346	rs6888499	 0.856	rs17166786	 0.023661	 -4.37	-0.59633	 6	 1	top1	0.024	2.4e-05	 0.59633	0.550955
NA	/data/songy4/tes/output/weights_case//ENST00000505695.5.wgt.RDat	ENST00000505695.5	5	16666562	16742228	0.0362	rs11133864	-2.466	rs29453	 0.022884	 -4.19	-0.47525	29	 1	top1	0.023	3.3e-05	 0.47525	0.634611
NA	/data/songy4/tes/output/weights_case//ENST00000504105.1.wgt.RDat	ENST00000504105.1	5	98833382	98833711	0.0164	rs1381988	 0.893	rs6888499	 0.010647	 -3.43	 0.85567	 7	 1	top1	0.011	0.0035	-0.85567	0.392180
NA	/data/songy4/tes/output/weights_case//ENST00000652226.1.wgt.RDat	ENST00000652226.1	5	9040644	9546075	0.0432	rs3797954	 3.484	rs3846591	 0.025372	  4.63	 1.20833	64	 1	top1	0.025	1.3e-05	 1.20833	0.226919
NA	/data/songy4/tes/output/weights_case//ENST00000505968.1.wgt.RDat	ENST00000505968.1	5	39387697	39388857	0.0313	rs450746	-1.403	rs7735747	 0.008717	 -3.40	 0.77246	12	 3	lasso	0.016	0.00047	-0.12375	0.901512
NA	/data/songy4/tes/output/weights_case//ENST00000652181.2.wgt.RDat	ENST00000652181.2	5	178008573	178055284	0.0286	rs7446073	 2.590	rs489777	 0.013814	  3.40	-0.10588	19	 1	top1	0.014	0.001	-0.10588	0.915676
NA	/data/songy4/tes/output/weights_case//ENST00000652571.2.wgt.RDat	ENST00000652571.2	5	178008573	178063496	0.0394	rs7446073	 2.590	rs489777	 0.019205	  3.98	-0.10588	19	 8	enet	0.022	5.2e-05	-0.13388	0.893499
