PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/data/songy4/tes/output/weights_case//ENST00000466932.1.wgt.RDat	ENST00000466932.1	10	33194372	33213561	0.0299	rs16933862	 2.095	rs17296436	 0.001183	-3.46	-0.2893	10	 6	enet	0.0065	0.018	-0.39697	0.69139
NA	/data/songy4/tes/output/weights_case//ENST00000539722.5.wgt.RDat	ENST00000539722.5	10	6427143	6580301	0.0384	rs7072398	-2.590	rs4750167	-0.000381	 2.70	 1.1795	66	 1	top1	-0.00038	0.39	 1.17949	0.23820
NA	/data/songy4/tes/output/weights_case//ENST00000667309.1.wgt.RDat	ENST00000667309.1	10	95875175	95908178	0.0227	rs1935960	-1.563	rs11187736	 0.014719	-3.80	 0.0000	15	 1	top1	0.015	0.00073	 0.00000	1.00000
NA	/data/songy4/tes/output/weights_case//ENST00000433113.1.wgt.RDat	ENST00000433113.1	10	95833508	95873758	0.0258	rs1935960	-1.563	rs11187736	 0.014418	-3.68	 0.0000	16	 1	top1	0.014	0.00082	 0.00000	1.00000
NA	/data/songy4/tes/output/weights_case//ENST00000666021.1.wgt.RDat	ENST00000666021.1	10	31602916	31606218	0.0382	rs2050888	 2.181	rs12781751	 0.030483	 4.95	-0.4356	 8	 1	top1	0.03	1.8e-06	-0.43564	0.66310
NA	/data/songy4/tes/output/weights_case//ENST00000669330.1.wgt.RDat	ENST00000669330.1	10	3486631	3502866	0.0673	rs7919625	-2.508	rs7920115	 0.037437	 5.45	-2.0463	56	 1	top1	0.037	1.3e-07	-2.04630	0.04073
NA	/data/songy4/tes/output/weights_case//ENST00000418675.5.wgt.RDat	ENST00000418675.5	10	33194367	33202995	0.0204	rs16933862	 2.095	rs17296436	-0.001095	-2.94	-0.2893	 8	 8	enet	0.0031	0.075	-0.61178	0.54068
NA	/data/songy4/tes/output/weights_case//ENST00000481592.5.wgt.RDat	ENST00000481592.5	10	20813740	20819480	0.0540	rs11012415	-2.427	rs608788	 0.005987	 3.49	-0.2807	23	14	enet	0.011	0.0035	-0.77399	0.43894
NA	/data/songy4/tes/output/weights_case//ENST00000468003.5.wgt.RDat	ENST00000468003.5	10	22928085	22968342	0.0268	rs11013118	-1.685	rs7083521	 0.002732	-3.54	-1.3529	14	 1	top1	0.0027	0.087	 1.35294	0.17607
NA	/data/songy4/tes/output/weights_case//ENST00000374362.6.wgt.RDat	ENST00000374362.6	10	45727219	45792961	0.0228	rs7917926	-1.835	rs2279434	 0.017764	 3.67	-1.3483	 7	 1	top1	0.018	0.00023	-1.34831	0.17756
NA	/data/songy4/tes/output/weights_case//ENST00000465774.2.wgt.RDat	ENST00000465774.2	10	110835178	110836258	0.0249	rs10884698	-1.287	rs17708917	 0.015019	 3.46	 0.4316	 9	 2	lasso	0.021	5.8e-05	 0.36376	0.71603
NA	/data/songy4/tes/output/weights_case//ENST00000409983.7.wgt.RDat	ENST00000409983.7	10	22928037	23037589	0.0330	rs11013118	-1.685	rs7083521	 0.018396	-4.08	-1.3529	14	 1	top1	0.018	0.00018	 1.35294	0.17607
NA	/data/songy4/tes/output/weights_case//ENST00000669283.1.wgt.RDat	ENST00000669283.1	10	95873085	95907775	0.0267	rs1935960	-1.563	rs11187736	 0.009502	-3.68	 0.0000	15	 2	lasso	0.012	0.002	-0.21021	0.83350
NA	/data/songy4/tes/output/weights_case//ENST00000669251.1.wgt.RDat	ENST00000669251.1	10	16526187	16528795	0.0897	rs11254269	 2.087	rs11254053	 0.061762	 6.71	 0.1651	21	 8	enet	0.073	1.5e-13	 0.67628	0.49886
NA	/data/songy4/tes/output/weights_case//ENST00000666057.1.wgt.RDat	ENST00000666057.1	10	6824289	6987720	0.0709	rs2147289	 2.109	rs2892380	 0.029415	 4.85	 0.4371	50	 1	top1	0.029	2.8e-06	 0.43709	0.66205
NA	/data/songy4/tes/output/weights_case//ENST00000479046.1.wgt.RDat	ENST00000479046.1	10	17171908	17202054	0.0774	rs11254269	 2.087	rs7911974	 0.028664	-4.80	-0.5556	35	 1	top1	0.029	3.7e-06	 0.55556	0.57851
NA	/data/songy4/tes/output/weights_case//ENST00000537517.6.wgt.RDat	ENST00000537517.6	10	45727236	45792620	0.0234	rs7917926	-1.835	rs2279434	 0.018270	 3.72	-1.3483	 7	 1	top1	0.018	0.00019	-1.34831	0.17756
NA	/data/songy4/tes/output/weights_case//ENST00000666104.1.wgt.RDat	ENST00000666104.1	10	7008964	7118414	0.0710	rs2147289	 2.109	rs2892380	 0.029782	 4.85	 0.4371	52	14	enet	0.048	2.3e-09	-0.35385	0.72345
NA	/data/songy4/tes/output/weights_case//ENST00000460124.5.wgt.RDat	ENST00000460124.5	10	4989789	5004023	0.0420	rs12415117	-2.662	rs11818567	 0.002192	 3.16	 0.2967	42	10	enet	0.0036	0.06	-0.66870	0.50369
