PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/data/songy4/twas/output/weights_control//ENSG00000250312.wgt.RDat	ENSG00000250312	4	124386	157779	0.6049	rs35649145	 -2.73	rs11735742	 1.80e-01	 10.27	 -0.2593	 158	 24	enet	0.34	8.4e-55	  0.51775	6.05e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000186777.wgt.RDat	ENSG00000186777	4	264464	299110	0.0255	rs17164972	 -5.37	rs11736321	 2.50e-03	  3.73	 -0.0541	 218	  1	top1	0.0025	0.12	 -0.05405	9.57e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000131127.wgt.RDat	ENSG00000131127	4	331603	378653	0.2264	rs11248051	 10.93	rs7695915	 4.09e-02	 -6.34	 -0.9076	 263	 24	enet	0.1	1e-15	 -0.70074	4.83e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000182903.wgt.RDat	ENSG00000182903	4	419604	492945	0.0794	rs4690326	 12.47	rs6838825	 1.59e-02	 -4.68	 -0.6250	 315	  1	top1	0.016	0.0014	  0.62500	5.32e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000174227.wgt.RDat	ENSG00000174227	4	492989	533985	0.0958	rs4690326	 12.47	rs11947207	 2.09e-02	 -5.07	  0.2146	 335	 33	enet	0.027	4.2e-05	  1.46733	1.42e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000133256.wgt.RDat	ENSG00000133256	4	619373	664571	0.0595	rs4690326	 12.47	rs28470912	 5.75e-02	  6.10	  0.1892	 391	  1	top1	0.058	3.4e-09	  0.18919	8.50e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000215375.wgt.RDat	ENSG00000215375	4	667369	675822	0.0529	rs4690326	 12.47	rs17165034	 1.36e-02	 -4.20	 -3.4857	 388	 28	enet	0.015	0.0017	  6.86680	6.57e-12
NA	/data/songy4/twas/output/weights_control//ENSG00000169026.wgt.RDat	ENSG00000169026	4	675618	683230	0.3245	rs4690326	 12.47	rs4690187	 2.69e-01	-12.56	 -4.4660	 387	 30	enet	0.28	3.9e-43	  7.01653	2.27e-12
NA	/data/songy4/twas/output/weights_control//ENSG00000185619.wgt.RDat	ENSG00000185619	4	699537	764428	0.7291	rs4690326	 12.47	rs12510790	 3.59e-01	 14.41	 -0.5644	 413	 14	lasso	0.6	3.1e-117	 -1.59503	1.11e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000145214.wgt.RDat	ENSG00000145214	4	952675	980683	0.6020	rs4690326	 12.47	rs11724804	 5.87e-01	 18.37	-10.8854	 407	 32	enet	0.61	5.9e-119	-10.60991	2.68e-26
NA	/data/songy4/twas/output/weights_control//ENSG00000127415.wgt.RDat	ENSG00000127415	4	980785	998316	0.1428	rs4690326	 12.47	rs873785	 5.43e-02	  6.88	-10.8485	 400	  6	lasso	0.081	1.8e-12	-10.83102	2.45e-27
NA	/data/songy4/twas/output/weights_control//ENSG00000127418.wgt.RDat	ENSG00000127418	4	1003724	1020685	0.2400	rs4690326	 12.47	rs6815946	 8.48e-02	  7.33	  2.4531	 399	 26	enet	0.13	1.8e-19	  1.40011	1.61e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000178222.wgt.RDat	ENSG00000178222	4	1050038	1107350	0.1021	rs4690326	 12.47	rs2127908	 4.26e-02	 -5.16	 -2.1584	 389	 39	enet	0.049	4.5e-08	  2.62687	8.62e-03
