PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/data/songy4/twas/output/weights_control//ENSG00000141934.wgt.RDat	ENSG00000141934	19	281040	291393	0.2295	rs2241407	 2.91	rs12981067	 0.097145	 -8.17	 0.59406	262	 30	enet	0.17	1.1e-25	 1.10915	2.67e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000099804.wgt.RDat	ENSG00000099804	19	531714	542097	0.0995	rs2241407	 2.91	rs1108114	 0.029569	  5.43	-0.81308	405	  7	lasso	0.045	1.8e-07	-0.78022	4.35e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000197540.wgt.RDat	ENSG00000197540	19	544034	549919	0.1023	rs2241407	 2.91	rs7250902	 0.013694	 -4.32	-0.94595	410	 36	enet	0.034	5.3e-06	 0.74735	4.55e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000172270.wgt.RDat	ENSG00000172270	19	571297	583493	0.1404	rs2241407	 2.91	rs873634	 0.070465	 -6.82	 0.04310	427	  7	lasso	0.079	4.4e-12	-0.58169	5.61e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000099821.wgt.RDat	ENSG00000099821	19	617223	633597	0.0873	rs2241407	 2.91	rs11672829	 0.087592	 -7.26	 2.79048	458	  1	top1	0.088	2.6e-13	-2.79048	5.26e-03
NA	/data/songy4/twas/output/weights_control//ENSG00000185198.wgt.RDat	ENSG00000185198	19	685521	695460	0.2607	rs2241407	 2.91	rs8108922	 0.183760	-10.36	 0.91919	471	  6	lasso	0.19	4.1e-28	-0.76254	4.46e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000099864.wgt.RDat	ENSG00000099864	19	708953	748329	0.1247	rs2241407	 2.91	rs3787018	 0.091703	  7.44	-0.69751	488	 14	enet	0.11	5.4e-17	-0.89337	3.72e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000197766.wgt.RDat	ENSG00000197766	19	859453	863453	0.4109	rs2241407	 2.91	rs13090	 0.261872	 12.43	-0.17143	478	 52	enet	0.39	1.6e-63	-0.12145	9.03e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000175221.wgt.RDat	ENSG00000175221	19	867962	893218	0.5327	rs2241407	 2.91	rs2241623	 0.364315	-14.59	-0.38938	487	 37	enet	0.49	2.1e-86	-0.64710	5.18e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000198858.wgt.RDat	ENSG00000198858	19	896503	913240	0.1092	rs2241407	 2.91	rs2241623	-0.001292	  3.26	-0.38938	481	 49	enet	0.0011	0.2	 2.51211	1.20e-02
