PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/data/songy4/twas/output/weights_control//ENSG00000120645.wgt.RDat	ENSG00000120645	12	175931	287626	0.5461	rs11062211	 -3.67	rs881194	 0.133306	  9.40	  0.88983	313	18	lasso	0.37	6.9e-60	-0.0429	9.66e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000111181.wgt.RDat	ENSG00000111181	12	299243	323736	0.1356	rs11062211	 -3.67	rs495360	 0.032237	 -4.97	 -1.07143	326	30	enet	0.055	8.4e-09	-0.0844	9.33e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000073614.wgt.RDat	ENSG00000073614	12	389295	498620	0.2403	rs11062211	 -3.67	rs10774154	 0.303819	-13.26	  2.78049	386	16	enet	0.32	1.4e-49	-1.8878	5.90e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000120647.wgt.RDat	ENSG00000120647	12	498439	551811	0.1879	rs11062211	 -3.67	rs10774154	 0.251207	-12.14	  2.78049	408	 1	top1	0.25	4e-38	-2.7805	5.43e-03
NA	/data/songy4/twas/output/weights_control//ENSG00000139044.wgt.RDat	ENSG00000139044	12	569530	672675	0.8541	rs11062211	 -3.67	rs1056008	 0.806088	 21.52	  0.95370	445	34	enet	0.82	7e-215	 1.0611	2.89e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000171840.wgt.RDat	ENSG00000171840	12	673462	772945	0.2463	rs11062211	 -3.67	rs11063749	 0.182609	-10.30	  1.09259	485	24	enet	0.18	1.9e-27	-1.1169	2.64e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000060237.wgt.RDat	ENSG00000060237	12	861759	1020618	0.0607	rs11062211	 -3.67	rs12424961	 0.000586	 -3.91	 -0.74648	460	25	enet	0.04	7.6e-07	 1.0653	2.87e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000002016.wgt.RDat	ENSG00000002016	12	1021243	1099219	0.3691	rs2158501	 -3.52	rs12816367	 0.225306	-11.43	 -0.45588	433	31	enet	0.24	5.5e-37	 0.9450	3.45e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000082805.wgt.RDat	ENSG00000082805	12	1099675	1605099	0.1822	rs2158501	 -3.52	rs7974686	 0.130697	 -8.91	  1.45631	674	 1	top1	0.13	2.1e-19	-1.4563	1.45e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000111186.wgt.RDat	ENSG00000111186	12	1639057	1756409	0.2589	rs7958309	  3.32	rs4765829	 0.179185	 10.48	 -1.07500	507	 8	enet	0.19	3.1e-28	-1.3433	1.79e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000151062.wgt.RDat	ENSG00000151062	12	1901123	2028002	0.0737	rs7958309	  3.32	rs7300241	 0.008373	 -4.77	  1.62500	564	 9	enet	0.018	0.00084	-1.4113	1.58e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000171792.wgt.RDat	ENSG00000171792	12	2985424	2998626	0.2040	rs7961210	 -3.48	rs2074985	 0.215725	-11.34	  0.66346	599	 1	top1	0.22	2.5e-32	-0.6635	5.07e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000130038.wgt.RDat	ENSG00000130038	12	3715799	3873985	0.0776	rs7961210	 -3.48	rs241975	 0.016393	  4.39	  0.49091	753	 1	top1	0.016	0.0012	 0.4909	6.23e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000111224.wgt.RDat	ENSG00000111224	12	3900213	3982608	0.0689	rs7961210	 -3.48	rs7958341	 0.019087	 -5.03	 -2.09244	676	 7	enet	0.022	0.00023	 2.1584	3.09e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000010219.wgt.RDat	ENSG00000010219	12	4671370	4723325	0.0628	rs6416319	  3.59	rs1860343	 0.044343	  5.84	  2.17347	695	11	enet	0.048	7.5e-08	 2.2641	2.36e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000111254.wgt.RDat	ENSG00000111254	12	4724674	4758213	0.0920	rs6416319	  3.59	rs4147667	 0.072641	 -7.07	 -1.00926	711	 3	lasso	0.077	8.3e-12	 0.9585	3.38e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000255639.wgt.RDat	ENSG00000255639	12	4766800	4853747	0.0834	rs6416319	  3.59	rs7978162	 0.068486	  6.52	 -1.96512	761	 1	top1	0.068	1.1e-10	-1.9651	4.94e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000130035.wgt.RDat	ENSG00000130035	12	4829507	4960277	0.1117	rs6416319	  3.59	rs972884	 0.026567	 -5.52	 -0.58407	780	 4	lasso	0.089	1.8e-13	-1.0470	2.95e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000110799.wgt.RDat	ENSG00000110799	12	6058040	6233936	0.3131	rs12579603	 -3.70	rs7304624	 0.084390	  7.38	  0.73874	683	83	enet	0.18	1.6e-26	-0.0341	9.73e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000010278.wgt.RDat	ENSG00000010278	12	6308881	6347425	0.0664	rs12579603	 -3.70	rs7304624	 0.064431	  6.24	  0.73874	518	38	enet	0.074	2.1e-11	 0.4938	6.21e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000139193.wgt.RDat	ENSG00000139193	12	6554033	6560884	0.0779	rs12579603	 -3.70	rs917634	 0.057928	  5.96	  0.56989	427	 1	top1	0.058	3e-09	 0.5699	5.69e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000139192.wgt.RDat	ENSG00000139192	12	6560856	6575683	0.4117	rs12579603	 -3.70	rs2243977	 0.472320	 16.72	 -1.16667	423	 4	lasso	0.6	1.5e-117	-1.8027	7.14e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000139190.wgt.RDat	ENSG00000139190	12	6571403	6580153	0.2742	rs12579603	 -3.70	rs2534724	 0.400879	 15.48	  1.36893	411	23	enet	0.44	1.1e-73	 1.6417	1.01e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000010292.wgt.RDat	ENSG00000010292	12	6602522	6641121	0.1979	rs4764547	 -2.80	rs2079867	 0.244590	 11.95	 -0.45192	384	 7	lasso	0.29	1.3e-44	-0.5424	5.88e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000010295.wgt.RDat	ENSG00000010295	12	6647541	6665239	0.2272	rs4764547	 -2.80	rs2286724	 0.211001	-11.17	  1.34862	354	 1	top1	0.21	1.4e-31	-1.3486	1.77e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000111642.wgt.RDat	ENSG00000111642	12	6679249	6716642	0.0387	rs4764547	 -2.80	rs4764589	 0.003138	  3.75	  0.15306	326	 6	lasso	0.0055	0.042	-0.0350	9.72e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000111652.wgt.RDat	ENSG00000111652	12	6832907	6841041	0.1111	rs4764547	 -2.80	rs12296592	 0.005744	 -4.57	 -0.62381	270	21	enet	0.037	2.3e-06	 1.2930	1.96e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000010610.wgt.RDat	ENSG00000010610	12	6896024	6929974	0.0751	rs1003563	  2.35	rs1882545	 0.033843	  4.80	 -0.23301	253	 1	top1	0.034	5.3e-06	-0.2330	8.16e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000250510.wgt.RDat	ENSG00000250510	12	6930711	6939136	0.2756	rs11064153	  2.20	rs2707210	 0.102871	 -8.63	  0.81443	239	35	enet	0.19	5.3e-29	-0.8391	4.01e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000111671.wgt.RDat	ENSG00000111671	12	6980099	6998522	0.6436	rs11064153	  2.20	rs5446	 0.363812	 14.54	  1.17143	216	 1	top1	0.36	1.8e-58	 1.1714	2.41e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000010626.wgt.RDat	ENSG00000010626	12	6982733	7023407	0.6526	rs11064153	  2.20	rs5446	 0.340469	 14.03	  1.17143	215	15	enet	0.34	1.4e-54	 0.9179	3.59e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000188393.wgt.RDat	ENSG00000188393	12	10051272	10084980	0.5773	rs11053555	  1.74	rs7313235	 0.312114	 14.85	  0.55455	327	20	enet	0.54	1.6e-99	-0.0453	9.64e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000172322.wgt.RDat	ENSG00000172322	12	10103915	10148293	0.8198	rs7295241	  1.76	rs7313235	 0.838148	 21.94	  0.55455	344	71	enet	0.85	1.6e-239	 0.6809	4.96e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000165682.wgt.RDat	ENSG00000165682	12	10138241	10166023	0.1837	rs11053821	  2.76	rs4764178	 0.087633	 -8.34	 -0.27083	347	 6	lasso	0.15	7e-22	 0.3495	7.27e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000197992.wgt.RDat	ENSG00000197992	12	10183276	10218565	0.3710	rs11053821	  2.76	rs17734799	 0.230831	 12.04	  0.90909	363	22	enet	0.28	4.3e-43	 0.8807	3.78e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000150048.wgt.RDat	ENSG00000150048	12	10222153	10264226	0.2475	rs11053821	  2.76	rs1488817	 0.075862	  7.74	  0.69718	398	12	lasso	0.18	1.1e-26	-0.3577	7.21e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000172243.wgt.RDat	ENSG00000172243	12	10269376	10282857	0.4808	rs11053821	  2.76	rs17734799	 0.140296	  9.95	  0.90909	420	39	enet	0.28	3.2e-42	 0.1840	8.54e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000139112.wgt.RDat	ENSG00000139112	12	10365057	10375727	0.0741	rs2418096	 -2.79	rs4322502	 0.031677	 -4.58	 -0.16667	468	 1	top1	0.032	1e-05	 0.1667	8.68e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000134539.wgt.RDat	ENSG00000134539	12	10378657	10469850	0.0818	rs2418096	 -2.79	rs7961687	 0.054378	  6.02	 -0.19231	504	 1	top1	0.054	9.2e-09	-0.1923	8.48e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000213809.wgt.RDat	ENSG00000213809	12	10524952	10544473	0.2114	rs2418096	 -2.79	rs2255336	 0.208318	-11.16	 -0.04274	519	 1	top1	0.21	3.8e-31	 0.0427	9.66e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000183542.wgt.RDat	ENSG00000183542	12	10559983	10562356	0.2319	rs2418096	 -2.79	rs2617167	 0.145807	  9.23	 -0.41176	509	 1	top1	0.15	1.3e-21	-0.4118	6.81e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000255641.wgt.RDat	ENSG00000255641	12	10564911	10588600	0.0948	rs2418096	 -2.79	rs11053802	 0.054740	  5.86	 -1.16667	516	 1	top1	0.055	8.2e-09	-1.1667	2.43e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000205810.wgt.RDat	ENSG00000205810	12	10564911	10573194	0.3001	rs2418096	 -2.79	rs2734565	 0.289230	 13.12	 -0.05000	510	 6	lasso	0.3	3.3e-46	-0.4161	6.77e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000205809.wgt.RDat	ENSG00000205809	12	10579453	10594899	0.4147	rs2418096	 -2.79	rs2246809	 0.376736	-14.96	  0.17949	513	27	enet	0.46	1.1e-79	-0.1351	8.93e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000134545.wgt.RDat	ENSG00000134545	12	10594863	10607284	0.2153	rs2418096	 -2.79	rs2734442	 0.187704	 10.50	 -0.40816	497	 6	lasso	0.22	1.5e-32	-0.6068	5.44e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000111196.wgt.RDat	ENSG00000111196	12	10758612	10766222	0.0450	rs2418096	 -2.79	rs4763211	 0.027781	 -5.02	 -1.13821	457	 4	lasso	0.032	9.2e-06	 1.0463	2.95e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000060140.wgt.RDat	ENSG00000060140	12	10771538	10826917	0.1438	rs2418096	 -2.79	rs10845198	 0.049322	 -5.86	  1.31731	460	20	enet	0.075	1.3e-11	-1.1516	2.49e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000060138.wgt.RDat	ENSG00000060138	12	10851683	10875911	0.1778	rs2418096	 -2.79	rs1108542	 0.018953	  5.85	 -0.83237	408	 7	lasso	0.042	4.1e-07	-1.3625	1.73e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000121377.wgt.RDat	ENSG00000121377	12	10954131	10955226	0.0367	rs2418096	 -2.79	rs1551191	 0.038663	  5.40	  1.14912	374	 3	lasso	0.04	8.7e-07	 1.6971	8.97e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000121314.wgt.RDat	ENSG00000121314	12	10958650	10959892	0.0622	rs2418096	 -2.79	rs1063193	 0.041507	  6.60	  1.76042	372	 6	lasso	0.066	2.6e-10	 2.4719	1.34e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000121381.wgt.RDat	ENSG00000121381	12	10961693	10962767	0.0499	rs2418096	 -2.79	rs4763611	 0.020285	  5.57	  0.73043	371	 5	lasso	0.045	1.7e-07	 1.5117	1.31e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000111215.wgt.RDat	ENSG00000111215	12	10977559	11324212	0.1243	rs2418096	 -2.79	rs11054075	 0.137897	  9.75	  1.56250	502	 4	lasso	0.18	1.4e-26	 1.6161	1.06e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000121318.wgt.RDat	ENSG00000121318	12	10977916	10978957	0.1245	rs2418096	 -2.79	rs17817150	 0.146397	 -9.27	 -2.11765	370	 3	lasso	0.15	7.2e-23	 2.3157	2.06e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000231887.wgt.RDat	ENSG00000231887	12	11033610	11036854	0.1709	rs2418096	 -2.79	rs7132674	 0.287074	 12.93	  2.02083	352	 8	lasso	0.3	6.8e-46	 1.9830	4.74e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000212128.wgt.RDat	ENSG00000212128	12	11060525	11062161	0.2475	rs2418096	 -2.79	rs7132674	 0.395369	 15.15	  2.02083	342	25	enet	0.43	2.1e-71	 2.1017	3.56e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000134551.wgt.RDat	ENSG00000134551	12	11081835	11084940	0.0426	rs2418096	 -2.79	rs2418216	 0.030070	 -5.04	  1.43434	340	 1	top1	0.03	1.7e-05	-1.4343	1.51e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000212127.wgt.RDat	ENSG00000212127	12	11090005	11324172	0.3187	rs2418096	 -2.79	rs7976950	 0.456282	 16.47	  2.08163	450	24	enet	0.56	2.7e-104	 2.1097	3.49e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000212126.wgt.RDat	ENSG00000212126	12	11138512	11139511	0.2146	rs2418096	 -2.79	rs17817150	 0.302062	-13.99	 -2.11765	363	34	enet	0.42	8.4e-70	 2.1411	3.23e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000255837.wgt.RDat	ENSG00000255837	12	11149094	11150474	0.3149	rs2418096	 -2.79	rs17817150	 0.439392	-16.07	 -2.11765	365	37	enet	0.53	1e-95	 2.2017	2.77e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000212124.wgt.RDat	ENSG00000212124	12	11174218	11175219	0.2330	rs2418096	 -2.79	rs17817150	 0.340900	-14.11	 -2.11765	376	25	enet	0.37	5.9e-60	 1.9656	4.93e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000256436.wgt.RDat	ENSG00000256436	12	11182986	11184006	0.2838	rs2418096	 -2.79	rs17817150	 0.428142	-15.81	 -2.11765	375	37	enet	0.49	3.8e-87	 1.9066	5.66e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000226761.wgt.RDat	ENSG00000226761	12	11213964	11214893	0.2036	rs2418096	 -2.79	rs1551191	 0.279566	 13.01	  1.14912	374	 7	lasso	0.29	1.3e-45	 1.4749	1.40e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000255374.wgt.RDat	ENSG00000255374	12	11243886	11244912	0.6653	rs2418096	 -2.79	rs2599420	 0.820249	-21.71	  0.05882	367	 6	lasso	0.82	1e-217	 0.0065	9.95e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000256188.wgt.RDat	ENSG00000256188	12	11285557	11287243	0.1680	rs2418096	 -2.79	rs1551191	 0.150457	  9.82	  1.14912	341	12	enet	0.18	1.9e-26	 0.5524	5.81e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000256537.wgt.RDat	ENSG00000256537	12	11323963	11324164	0.2450	rs2418096	 -2.79	rs7132674	 0.424614	 15.67	  2.02083	337	 5	lasso	0.43	2.3e-72	 1.9121	5.59e-02
NA	/data/songy4/twas/output/weights_control//ENSG00000197870.wgt.RDat	ENSG00000197870	12	11418857	11422739	0.0448	rs10772498	  2.90	rs10845242	 0.012355	 -4.79	  1.37500	359	 6	lasso	0.018	0.00079	-1.2690	2.04e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000121380.wgt.RDat	ENSG00000121380	12	12202778	12364018	0.3773	rs4763861	  3.11	rs2287154	 0.293966	 13.18	 -1.00000	628	 4	lasso	0.3	4.2e-47	-0.9034	3.66e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000070018.wgt.RDat	ENSG00000070018	12	12268959	12419946	0.2013	rs4763861	  3.11	rs10845506	 0.097071	  8.08	 -0.09091	632	 7	lasso	0.13	3.8e-19	 0.1966	8.44e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000165714.wgt.RDat	ENSG00000165714	12	12510013	12619840	0.3500	rs4763861	  3.11	rs6488518	 0.194570	 10.65	  0.75893	594	10	lasso	0.3	5.1e-46	 1.0300	3.03e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000111266.wgt.RDat	ENSG00000111266	12	12628829	12715317	0.1404	rs4763861	  3.11	rs11054901	 0.099070	 -7.61	  0.42353	564	27	enet	0.11	1.4e-16	-0.5361	5.92e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000183150.wgt.RDat	ENSG00000183150	12	12813825	12849141	0.1845	rs4763861	  3.11	rs17758597	 0.123009	  9.36	  0.68047	490	10	enet	0.18	2.2e-26	 1.1544	2.48e-01
NA	/data/songy4/twas/output/weights_control//ENSG00000178878.wgt.RDat	ENSG00000178878	12	12878851	12982909	0.6792	rs4597146	  3.17	rs11055034	 0.388607	-15.18	 -1.16814	590	44	enet	0.61	4.5e-120	 1.1417	2.54e-01
