PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/data/songy4/twas/output/weights//ENSG00000188976.wgt.RDat	ENSG00000188976	1	879584	894689	0.0786	rs28504611	 -2.71	rs2272756	 5.29e-02	 -7.89	-0.78289	 187	  1	top1	0.053	2.4e-15	 0.78289	4.34e-01
NA	/data/songy4/twas/output/weights//ENSG00000187961.wgt.RDat	ENSG00000187961	1	895967	901095	0.1096	rs28504611	 -2.71	rs2272756	 5.89e-02	 -8.76	-0.78289	 187	  5	lasso	0.072	2.3e-20	 1.05861	2.90e-01
NA	/data/songy4/twas/output/weights//ENSG00000187583.wgt.RDat	ENSG00000187583	1	901877	911245	0.0636	rs28504611	 -2.71	rs3748592	 3.09e-02	 -6.43	 0.33962	 188	  1	top1	0.031	1.4e-09	-0.33962	7.34e-01
NA	/data/songy4/twas/output/weights//ENSG00000188290.wgt.RDat	ENSG00000188290	1	934342	935552	0.2303	rs28504611	 -2.71	rs10907177	 8.04e-02	 10.59	 0.13971	 190	 31	enet	0.21	7.6e-59	 0.28735	7.74e-01
NA	/data/songy4/twas/output/weights//ENSG00000187608.wgt.RDat	ENSG00000187608	1	948803	949920	0.0848	rs28504611	 -2.71	rs15842	 7.50e-02	 -9.28	-1.92857	 191	  3	lasso	0.079	1.9e-22	 1.96656	4.92e-02
NA	/data/songy4/twas/output/weights//ENSG00000188157.wgt.RDat	ENSG00000188157	1	955503	991496	0.0200	rs28504611	 -2.71	rs2341365	 1.40e-02	 -4.47	-1.88095	 209	  1	top1	0.014	3.6e-05	 1.88095	6.00e-02
NA	/data/songy4/twas/output/weights//ENSG00000131591.wgt.RDat	ENSG00000131591	1	1017198	1051741	0.0531	rs28504611	 -2.71	rs9442372	 4.08e-02	 -7.15	 0.43434	 222	 22	enet	0.042	1.7e-12	 0.41117	6.81e-01
NA	/data/songy4/twas/output/weights//ENSG00000186891.wgt.RDat	ENSG00000186891	1	1138888	1142071	0.1204	rs28504611	 -2.71	rs12036216	 9.57e-02	-11.12	-0.94937	 233	  7	lasso	0.1	3.2e-29	 0.49698	6.19e-01
NA	/data/songy4/twas/output/weights//ENSG00000186827.wgt.RDat	ENSG00000186827	1	1146706	1149518	0.0338	rs28504611	 -2.71	rs3766186	 2.47e-02	 -6.43	-0.54545	 234	  3	lasso	0.025	4.9e-08	 0.95608	3.39e-01
NA	/data/songy4/twas/output/weights//ENSG00000176022.wgt.RDat	ENSG00000176022	1	1167629	1170421	0.0499	rs28504611	 -2.71	rs12036216	 3.95e-02	 -7.42	-0.94937	 237	  1	top1	0.04	8e-12	 0.94937	3.42e-01
NA	/data/songy4/twas/output/weights//ENSG00000162572.wgt.RDat	ENSG00000162572	1	1215816	1227409	0.0524	rs28504611	 -2.71	rs2765023	 3.38e-03	 -3.76	-1.63687	 257	 43	enet	0.0063	0.0044	 1.27018	2.04e-01
NA	/data/songy4/twas/output/weights//ENSG00000169972.wgt.RDat	ENSG00000169972	1	1243947	1247057	0.0381	rs28504611	 -2.71	rs3818646	 1.53e-02	 -6.31	-0.89529	 259	  7	enet	0.025	6.5e-08	 0.88692	3.75e-01
NA	/data/songy4/twas/output/weights//ENSG00000169962.wgt.RDat	ENSG00000169962	1	1266694	1270686	0.0328	rs28504611	 -2.71	rs1810745	 3.12e-02	  6.19	-0.73387	 261	  1	top1	0.031	1.2e-09	-0.73387	4.63e-01
NA	/data/songy4/twas/output/weights//ENSG00000215915.wgt.RDat	ENSG00000215915	1	1385069	1405538	0.0567	rs28504611	 -2.71	rs1240732	 1.61e-02	  5.15	-0.44000	 295	  4	lasso	0.031	1.5e-09	 0.05458	9.56e-01
NA	/data/songy4/twas/output/weights//ENSG00000160072.wgt.RDat	ENSG00000160072	1	1407143	1433228	0.5432	rs28504611	 -2.71	rs2031709	 3.24e-01	-19.71	-0.86400	 292	  5	lasso	0.33	9.2e-103	 0.84555	3.98e-01
NA	/data/songy4/twas/output/weights//ENSG00000197785.wgt.RDat	ENSG00000197785	1	1447531	1470067	0.0749	rs12092254	 -1.95	rs3128342	 4.28e-03	 -4.40	-0.55140	 289	 30	enet	0.022	2.3e-07	 0.00462	9.96e-01
NA	/data/songy4/twas/output/weights//ENSG00000205090.wgt.RDat	ENSG00000205090	1	1470554	1475833	0.0320	rs12092254	 -1.95	rs7290	 2.32e-02	  5.36	-1.38596	 284	  1	top1	0.023	1.5e-07	-1.38596	1.66e-01
NA	/data/songy4/twas/output/weights//ENSG00000197530.wgt.RDat	ENSG00000197530	1	1550795	1565990	0.0672	rs12092254	 -1.95	rs6699975	 4.91e-02	 -7.56	 1.22794	 294	 20	enet	0.056	3.4e-16	-0.79682	4.26e-01
