PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/data/songy4/twas/output/weights//ENSG00000137265.wgt.RDat	ENSG00000137265	6	391739	411447	0.0303	rs872468	 3.40	rs9504361	-3.51e-04	 -4.08	-1.0392	 414	 20	enet	0.00023	0.26	  1.01502	3.10e-01
NA	/data/songy4/twas/output/weights//ENSG00000112685.wgt.RDat	ENSG00000112685	6	485133	693117	0.3009	rs872468	 3.40	rs1890361	 2.07e-01	 15.44	 0.8100	 590	 11	lasso	0.31	1.1e-93	  1.09237	2.75e-01
NA	/data/songy4/twas/output/weights//ENSG00000188996.wgt.RDat	ENSG00000188996	6	655939	656963	0.0748	rs872468	 3.40	rs1890361	 3.61e-02	  8.05	 0.8100	 574	  8	enet	0.061	2e-17	  1.05838	2.90e-01
NA	/data/songy4/twas/output/weights//ENSG00000112699.wgt.RDat	ENSG00000112699	6	1624041	2245926	0.1694	rs1773013	 3.06	rs1196388	 1.07e-01	 11.39	 1.0299	1014	  4	lasso	0.11	5.4e-30	  1.05448	2.92e-01
NA	/data/songy4/twas/output/weights//ENSG00000124588.wgt.RDat	ENSG00000124588	6	2988221	3019996	0.6650	rs1773013	 3.06	rs9405188	 3.30e-01	-19.86	 1.4240	 690	 94	enet	0.65	2.6e-258	 -0.70670	4.80e-01
NA	/data/songy4/twas/output/weights//ENSG00000137275.wgt.RDat	ENSG00000137275	6	3064225	3115421	0.0390	rs4515424	-2.94	rs9392454	 3.28e-02	  6.60	-1.0000	 684	  1	top1	0.033	4.6e-10	 -1.00000	3.17e-01
NA	/data/songy4/twas/output/weights//ENSG00000137267.wgt.RDat	ENSG00000137267	6	3153903	3157760	0.8987	rs4515424	-2.94	rs9392465	 8.40e-01	 30.91	-0.4679	 634	  1	top1	0.84	0	 -0.46789	6.40e-01
NA	/data/songy4/twas/output/weights//ENSG00000137285.wgt.RDat	ENSG00000137285	6	3224495	3231964	0.6234	rs4515424	-2.94	rs4469340	 8.00e-02	  9.87	-0.6641	 616	110	enet	0.34	6.2e-104	  0.12658	8.99e-01
NA	/data/songy4/twas/output/weights//ENSG00000180822.wgt.RDat	ENSG00000180822	6	3231637	3303607	0.0458	rs4515424	-2.94	rs12526106	 2.65e-03	  3.97	-0.2486	 639	 22	enet	0.0076	0.0019	  1.11656	2.64e-01
NA	/data/songy4/twas/output/weights//ENSG00000137266.wgt.RDat	ENSG00000137266	6	3269196	3457256	0.1505	rs4515424	-2.94	rs1887843	 1.16e-01	-12.00	 0.2500	 708	 17	enet	0.15	2.3e-41	 -0.70079	4.83e-01
NA	/data/songy4/twas/output/weights//ENSG00000168994.wgt.RDat	ENSG00000168994	6	3722848	3752260	0.1552	rs4515424	-2.94	rs12526106	 6.18e-02	  9.12	-0.2486	 636	 35	enet	0.096	6.2e-27	 -0.69835	4.85e-01
NA	/data/songy4/twas/output/weights//ENSG00000145945.wgt.RDat	ENSG00000145945	6	3849620	3851551	0.0869	rs17500205	-3.12	rs4959877	 7.30e-02	 -9.18	-0.6433	 603	 19	enet	0.089	5.2e-25	  0.09583	9.24e-01
NA	/data/songy4/twas/output/weights//ENSG00000198721.wgt.RDat	ENSG00000198721	6	4115923	4135831	0.2497	rs17500205	-3.12	rs661404	 2.96e-01	-18.43	 0.0104	 649	  4	lasso	0.32	2.9e-96	  0.15495	8.77e-01
NA	/data/songy4/twas/output/weights//ENSG00000124787.wgt.RDat	ENSG00000124787	6	4994966	5004297	0.0272	rs200856	-2.95	rs12191838	 2.05e-02	 -5.29	 0.2527	 644	  1	top1	0.02	7.6e-07	 -0.25267	8.01e-01
NA	/data/songy4/twas/output/weights//ENSG00000219607.wgt.RDat	ENSG00000219607	6	5085720	5087455	0.3348	rs200856	-2.95	rs1247000	 2.50e-01	 16.90	-1.9805	 635	 20	enet	0.25	1.9e-74	 -2.26644	2.34e-02
NA	/data/songy4/twas/output/weights//ENSG00000214113.wgt.RDat	ENSG00000214113	6	5102827	5261172	0.2848	rs12206147	-3.23	rs10498665	 1.29e-01	 12.21	 1.6400	 744	 48	enet	0.23	4.5e-67	  0.46202	6.44e-01
NA	/data/songy4/twas/output/weights//ENSG00000145982.wgt.RDat	ENSG00000145982	6	5261277	5771813	0.2132	rs9502417	-4.15	rs9504370	 9.03e-02	-10.52	-0.1712	 968	  8	lasso	0.14	1e-40	 -0.00825	9.93e-01
NA	/data/songy4/twas/output/weights//ENSG00000124785.wgt.RDat	ENSG00000124785	6	5998232	6007200	0.3097	rs9502417	-4.15	rs6935425	 3.15e-01	-18.99	 0.2589	 709	 40	enet	0.36	3e-112	  0.65804	5.11e-01
NA	/data/songy4/twas/output/weights//ENSG00000124491.wgt.RDat	ENSG00000124491	6	6144318	6321246	0.0644	rs9502417	-4.15	rs927332	 3.69e-02	  6.71	-1.0753	 835	 31	enet	0.044	4.2e-13	 -0.93965	3.47e-01
NA	/data/songy4/twas/output/weights//ENSG00000112799.wgt.RDat	ENSG00000112799	6	6588341	6655216	0.2050	rs9502417	-4.15	rs9405942	 1.25e-01	-13.30	 0.1130	 804	  6	lasso	0.2	1.4e-58	 -0.39061	6.96e-01
