PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/data/songy4/twas/output/weights//ENSG00000184731.wgt.RDat	ENSG00000184731	2	38814	46870	0.0826	rs11695591	  3.57	rs13383216	 4.59e-02	  7.55	 1.45313	 231	 21	enet	0.065	1.7e-18	 2.53915	1.11e-02
NA	/data/songy4/twas/output/weights//ENSG00000035115.wgt.RDat	ENSG00000035115	2	217730	266398	0.4170	rs11695591	  3.57	rs7605824	 4.72e-01	-23.18	 3.31633	 373	 76	enet	0.51	4.2e-177	-2.71055	6.72e-03
NA	/data/songy4/twas/output/weights//ENSG00000189292.wgt.RDat	ENSG00000189292	2	279558	288851	0.0379	rs11695591	  3.57	rs12623893	 5.88e-03	  4.44	 3.39604	 386	 22	enet	0.029	5.1e-09	 3.07749	2.09e-03
NA	/data/songy4/twas/output/weights//ENSG00000151353.wgt.RDat	ENSG00000151353	2	667335	677439	0.0339	rs10495480	  3.38	rs3187671	 6.24e-03	  3.98	 0.08075	 473	  1	top1	0.0062	0.0044	 0.08075	9.36e-01
NA	/data/songy4/twas/output/weights//ENSG00000172554.wgt.RDat	ENSG00000172554	2	946554	1371385	0.3018	rs7603971	 -3.01	rs6756708	 9.90e-02	 11.58	-0.06250	 689	 97	enet	0.29	2.7e-86	-0.99094	3.22e-01
NA	/data/songy4/twas/output/weights//ENSG00000115705.wgt.RDat	ENSG00000115705	2	1377995	1547483	0.1019	rs7603971	 -3.01	rs732609	 1.57e-02	  6.29	 0.52632	 566	 10	lasso	0.05	1.1e-14	 0.39327	6.94e-01
NA	/data/songy4/twas/output/weights//ENSG00000130508.wgt.RDat	ENSG00000130508	2	1635659	1748624	0.4194	rs10202209	  2.02	rs6751633	 2.07e-01	 15.88	 0.32484	 522	 10	lasso	0.35	1.4e-107	 0.22024	8.26e-01
NA	/data/songy4/twas/output/weights//ENSG00000186487.wgt.RDat	ENSG00000186487	2	1792885	2335032	0.0376	rs10206131	  2.80	rs4645032	 2.95e-02	  6.34	-0.97059	 848	  4	lasso	0.033	3.1e-10	-0.44292	6.58e-01
NA	/data/songy4/twas/output/weights//ENSG00000032389.wgt.RDat	ENSG00000032389	2	3192696	3381653	0.0297	rs11684944	 -3.83	rs9798096	-8.00e-04	  4.14	 0.87582	 697	  6	enet	-0.00064	0.6	 1.00012	3.17e-01
NA	/data/songy4/twas/output/weights//ENSG00000171853.wgt.RDat	ENSG00000171853	2	3383446	3488865	0.1029	rs11684944	 -3.83	rs7591761	 2.99e-02	 -6.88	 0.04192	 625	  8	lasso	0.078	4.9e-22	 0.14956	8.81e-01
NA	/data/songy4/twas/output/weights//ENSG00000182551.wgt.RDat	ENSG00000182551	2	3501132	3523507	0.2257	rs11684944	 -3.83	rs9750132	 8.91e-02	 10.12	 0.32800	 577	 23	enet	0.11	6.9e-32	 0.36700	7.14e-01
NA	/data/songy4/twas/output/weights//ENSG00000171865.wgt.RDat	ENSG00000171865	2	3592383	3606206	0.0284	rs11684944	 -3.83	rs7563960	 1.38e-02	  5.44	 0.96078	 562	  1	top1	0.014	4.2e-05	 0.96078	3.37e-01
NA	/data/songy4/twas/output/weights//ENSG00000118004.wgt.RDat	ENSG00000118004	2	3642426	3692048	0.4962	rs11684944	 -3.83	rs2071639	 2.99e-01	 18.46	-1.47742	 576	 28	enet	0.32	9.9e-97	-2.19471	2.82e-02
NA	/data/songy4/twas/output/weights//ENSG00000151692.wgt.RDat	ENSG00000151692	2	7057523	7208417	0.0421	rs16865301	  3.13	rs10171510	 1.26e-02	  5.51	-1.60156	 668	 10	enet	0.017	7.1e-06	-1.33299	1.83e-01
NA	/data/songy4/twas/output/weights//ENSG00000115738.wgt.RDat	ENSG00000115738	2	8818975	8824583	0.0355	rs1054765	  2.99	rs3856451	 2.61e-02	 -5.94	-0.21782	 438	  6	enet	0.031	1.7e-09	 0.58776	5.57e-01
NA	/data/songy4/twas/output/weights//ENSG00000134313.wgt.RDat	ENSG00000134313	2	8865408	8977760	0.0394	rs1054765	  2.99	rs6757496	 1.37e-02	 -5.59	-0.68041	 500	  3	lasso	0.026	3.6e-08	-0.51066	6.10e-01
NA	/data/songy4/twas/output/weights//ENSG00000119185.wgt.RDat	ENSG00000119185	2	9543604	9563676	0.1450	rs10186062	  2.97	rs4436931	 1.36e-01	-12.68	 0.68376	 432	  3	lasso	0.14	9.1e-39	-0.91270	3.61e-01
NA	/data/songy4/twas/output/weights//ENSG00000134330.wgt.RDat	ENSG00000134330	2	9613787	9636672	0.0273	rs10186062	  2.97	rs10495563	 3.22e-02	 -6.53	-1.96000	 463	  1	top1	0.032	6.4e-10	 1.96000	5.00e-02
NA	/data/songy4/twas/output/weights//ENSG00000151694.wgt.RDat	ENSG00000151694	2	9628615	9695921	0.0754	rs10186062	  2.97	rs12151757	 1.08e-01	-11.35	-1.25773	 490	  5	lasso	0.11	7.4e-32	 1.44306	1.49e-01
NA	/data/songy4/twas/output/weights//ENSG00000134308.wgt.RDat	ENSG00000134308	2	9724101	9771143	0.1223	rs10186062	  2.97	rs11901380	 1.34e-02	  5.98	 1.48624	 496	 57	enet	0.059	7.5e-17	-0.50496	6.14e-01
NA	/data/songy4/twas/output/weights//ENSG00000115750.wgt.RDat	ENSG00000115750	2	9983483	10074545	0.4539	rs16855905	 -3.23	rs2303914	 4.75e-01	-23.32	 0.95081	 558	  7	lasso	0.5	3.6e-174	-0.65425	5.13e-01
NA	/data/songy4/twas/output/weights//ENSG00000134317.wgt.RDat	ENSG00000134317	2	10085341	10142411	0.1846	rs16855905	 -3.23	rs6711126	 1.62e-01	-13.59	 0.11017	 567	  6	lasso	0.18	4.1e-50	-0.25727	7.97e-01
NA	/data/songy4/twas/output/weights//ENSG00000172059.wgt.RDat	ENSG00000172059	2	10182976	10194963	0.1542	rs16855905	 -3.23	rs6708630	 1.63e-02	 -6.18	 0.18563	 582	 49	enet	0.098	1.5e-27	 0.01344	9.89e-01
NA	/data/songy4/twas/output/weights//ENSG00000115756.wgt.RDat	ENSG00000115756	2	10443015	10567743	0.2548	rs16855905	 -3.23	rs3771138	 1.28e-01	 12.33	 0.21101	 672	 10	lasso	0.22	4.1e-63	-0.06585	9.47e-01
NA	/data/songy4/twas/output/weights//ENSG00000115761.wgt.RDat	ENSG00000115761	2	10710892	10830101	0.0373	rs16855905	 -3.23	rs4669602	 9.89e-03	  4.31	 1.67186	 672	  1	top1	0.0099	0.00046	 1.67186	9.46e-02
NA	/data/songy4/twas/output/weights//ENSG00000143870.wgt.RDat	ENSG00000143870	2	10923517	10978103	0.0568	rs16856995	 -2.70	rs1734365	 4.35e-02	  7.22	 0.05263	 597	  1	top1	0.044	7.1e-13	 0.05263	9.58e-01
NA	/data/songy4/twas/output/weights//ENSG00000150873.wgt.RDat	ENSG00000150873	2	11273179	11286916	0.0605	rs16856995	 -2.70	rs10495579	 4.62e-02	  7.91	 0.32540	 510	  2	lasso	0.057	2.6e-16	 0.13302	8.94e-01
NA	/data/songy4/twas/output/weights//ENSG00000162976.wgt.RDat	ENSG00000162976	2	11295324	11319000	0.1799	rs16856995	 -2.70	rs6432182	 7.38e-02	-10.92	-0.23780	 517	 33	enet	0.16	1.9e-46	 0.05395	9.57e-01
NA	/data/songy4/twas/output/weights//ENSG00000134318.wgt.RDat	ENSG00000134318	2	11319887	11488456	0.1069	rs16856995	 -2.70	rs3732103	 3.38e-02	 -7.43	 0.67386	 590	  3	lasso	0.057	2.2e-16	-0.36765	7.13e-01
NA	/data/songy4/twas/output/weights//ENSG00000169016.wgt.RDat	ENSG00000169016	2	11584501	11606297	0.0654	rs16856995	 -2.70	rs7586037	 2.81e-02	  6.02	 1.39815	 478	  8	enet	0.029	5e-09	 0.90176	3.67e-01
NA	/data/songy4/twas/output/weights//ENSG00000134324.wgt.RDat	ENSG00000134324	2	11817721	11967535	0.6126	rs2716609	  2.31	rs3795974	 4.74e-01	-23.24	-0.87619	 607	 34	enet	0.5	9.5e-173	 0.81277	4.16e-01
NA	/data/songy4/twas/output/weights//ENSG00000071575.wgt.RDat	ENSG00000071575	2	12857015	12882860	0.0887	rs711868	  2.37	rs17465833	 4.37e-02	  7.24	-0.33588	 476	 31	enet	0.075	3.3e-21	-0.06746	9.46e-01
NA	/data/songy4/twas/output/weights//ENSG00000151779.wgt.RDat	ENSG00000151779	2	15307032	15701454	0.0695	rs755915	  3.61	rs3805104	 9.33e-02	-10.71	 0.65704	 686	 37	enet	0.099	9.6e-28	-0.43491	6.64e-01
NA	/data/songy4/twas/output/weights//ENSG00000079785.wgt.RDat	ENSG00000079785	2	15731302	15771235	0.0715	rs755915	  3.61	rs2098581	 6.11e-02	 -8.48	-1.32110	 490	  1	top1	0.061	1.6e-17	 1.32110	1.86e-01
NA	/data/songy4/twas/output/weights//ENSG00000197872.wgt.RDat	ENSG00000197872	2	16730727	16847599	0.1380	rs340724	  3.77	rs1024924	 2.51e-02	 -6.21	-0.40541	 489	 38	enet	0.09	1.9e-25	 0.15611	8.76e-01
NA	/data/songy4/twas/output/weights//ENSG00000163029.wgt.RDat	ENSG00000163029	2	17845079	17981509	0.0194	rs10169347	 -3.64	rs6751113	 1.28e-02	 -4.94	 0.36842	 539	 17	enet	0.013	7.1e-05	-0.83918	4.01e-01
NA	/data/songy4/twas/output/weights//ENSG00000178295.wgt.RDat	ENSG00000178295	2	17935125	17966632	0.0972	rs10169347	 -3.64	rs1834619	 2.85e-02	  5.80	-1.74439	 503	  6	lasso	0.063	6e-18	-1.47879	1.39e-01
NA	/data/songy4/twas/output/weights//ENSG00000183891.wgt.RDat	ENSG00000183891	2	20096404	20101747	0.1436	rs1398950	  2.84	rs6748924	 7.75e-02	  9.56	-0.74863	 595	  3	lasso	0.1	1.3e-28	-0.54998	5.82e-01
