PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/data/songy4/tes/output/weights_control//ENST00000662877.1.wgt.RDat	ENST00000662877.1	12	4804530	4830747	0.0555	rs2109425	-2.901	rs7313171	 2.04e-02	 -4.02	-0.0680	51	 6	enet	0.032	2e-05	 0.739162	4.60e-01
NA	/data/songy4/tes/output/weights_control//ENST00000318291.4.wgt.RDat	ENST00000318291.4	12	642981	645415	0.0780	rs2286783	-2.259	rs2075027	-1.52e-03	 -2.80	-0.3553	33	17	enet	0.013	0.0048	 0.471723	6.37e-01
NA	/data/songy4/tes/output/weights_control//ENST00000320267.13.wgt.RDat	ENST00000320267.13	12	25108420	25195160	0.0463	rs12423443	-3.375	rs10842513	 5.15e-02	  5.44	-0.7588	26	 2	lasso	0.054	4.7e-08	 0.158921	8.74e-01
NA	/data/songy4/tes/output/weights_control//ENST00000641844.2.wgt.RDat	ENST00000641844.2	12	31112236	31201235	0.3322	rs10843843	 2.433	rs1529912	 2.79e-01	 12.19	 1.8267	32	 4	lasso	0.3	9.3e-43	 2.124116	3.37e-02
NA	/data/songy4/tes/output/weights_control//ENST00000282892.4.wgt.RDat	ENST00000282892.4	12	27022558	27030673	0.0397	rs1565190	 2.123	rs10771293	-6.08e-04	  2.84	 0.0412	19	 1	top1	-0.00061	0.41	 0.041237	9.67e-01
NA	/data/songy4/tes/output/weights_control//ENST00000449959.6.wgt.RDat	ENST00000449959.6	12	9971505	9995694	0.2389	rs16916471	 1.519	rs10772223	 1.50e-01	  8.97	-1.0825	11	 8	enet	0.18	8e-25	-1.913560	5.57e-02
NA	/data/songy4/tes/output/weights_control//ENST00000331886.10.wgt.RDat	ENST00000331886.10	12	55931162	55954023	0.0192	rs7974512	 2.435	rs7974512	 1.15e-03	 -2.98	 2.4352	 7	 6	enet	0.0064	0.037	-1.912313	5.58e-02
NA	/data/songy4/tes/output/weights_control//ENST00000655409.1.wgt.RDat	ENST00000655409.1	12	643073	645858	0.0772	rs2286783	-2.259	rs2075027	-1.49e-03	 -2.85	-0.3553	33	21	enet	0.013	0.0052	 0.341942	7.32e-01
NA	/data/songy4/tes/output/weights_control//ENST00000298527.10.wgt.RDat	ENST00000298527.10	12	9993061	9999280	0.2172	rs16916471	 1.519	rs10772223	 1.52e-01	  9.00	-1.0825	11	 8	enet	0.18	1.5e-24	-1.725724	8.44e-02
NA	/data/songy4/tes/output/weights_control//ENST00000449260.6.wgt.RDat	ENST00000449260.6	12	55954105	55966022	0.0375	rs7974512	 2.435	rs7974512	 3.71e-02	 -4.65	 2.4352	 7	 1	top1	0.037	5.1e-06	-2.435185	1.49e-02
NA	/data/songy4/tes/output/weights_control//ENST00000669418.1.wgt.RDat	ENST00000669418.1	12	131462853	131492997	0.0571	rs10848155	-3.752	rs10466868	 4.86e-02	  5.41	-0.2611	43	 1	top1	0.049	2e-07	-0.261146	7.94e-01
NA	/data/songy4/tes/output/weights_control//ENST00000392876.8.wgt.RDat	ENST00000392876.8	12	103772310	103841234	0.1651	rs1965076	-1.530	rs3751198	 4.97e-02	 -5.51	-0.0784	28	20	enet	0.066	1.3e-09	 0.342220	7.32e-01
