PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/data/songy4/tes/output/weights_control//ENST00000615840.4.wgt.RDat	ENST00000615840.4	13	28385548	28495079	0.0554	rs9581919	-2.29	rs2093821	 4.16e-03	-4.39	 0.6364	41	 2	lasso	0.0048	0.06	-0.62306	0.53324
NA	/data/songy4/tes/output/weights_control//ENST00000593369.5.wgt.RDat	ENST00000593369.5	13	50882464	50891642	0.0565	rs2812245	-2.18	rs2260128	 2.36e-02	-3.79	 0.2371	21	12	enet	0.024	2e-04	-0.00779	0.99378
NA	/data/songy4/tes/output/weights_control//ENST00000622505.1.wgt.RDat	ENST00000622505.1	13	24933006	24936796	0.1749	rs9511156	 2.30	rs6490945	 1.27e-01	-8.32	-0.9823	30	 1	top1	0.13	1.9e-17	 0.98230	0.32595
NA	/data/songy4/tes/output/weights_control//ENST00000375299.8.wgt.RDat	ENST00000375299.8	13	114281601	114305817	0.0480	rs12876365	 2.57	rs9549791	 6.03e-04	-3.33	-1.5810	21	 1	top1	6e-04	0.25	 1.58095	0.11389
NA	/data/songy4/tes/output/weights_control//ENST00000378037.9.wgt.RDat	ENST00000378037.9	13	52455467	52476628	0.0541	rs9535772	 2.66	rs9568713	 8.70e-03	 4.11	 1.1443	12	 4	lasso	0.039	3.3e-06	 0.90501	0.36546
NA	/data/songy4/tes/output/weights_control//ENST00000378034.7.wgt.RDat	ENST00000378034.7	13	52455439	52465843	0.0492	rs9535772	 2.66	rs9568713	 1.22e-02	 4.06	 1.1443	12	 4	lasso	0.033	1.8e-05	 0.55852	0.57649
NA	/data/songy4/tes/output/weights_control//ENST00000377942.7.wgt.RDat	ENST00000377942.7	13	52842889	52848640	0.0330	rs9535772	 2.66	rs932911	-1.90e-03	 2.60	 0.6000	11	 8	enet	0.0084	0.02	-0.88448	0.37643
NA	/data/songy4/tes/output/weights_control//ENST00000400393.3.wgt.RDat	ENST00000400393.3	13	50711901	50843939	0.0797	rs2812245	-2.18	rs2540521	 8.50e-03	-3.63	-1.4400	22	13	enet	0.019	8e-04	 0.91073	0.36244
NA	/data/songy4/tes/output/weights_control//ENST00000639477.1.wgt.RDat	ENST00000639477.1	13	28385567	28495145	0.0553	rs9581919	-2.29	rs2093821	 3.83e-03	-4.36	 0.6364	41	 2	lasso	0.0045	0.068	-0.61993	0.53530
NA	/data/songy4/tes/output/weights_control//ENST00000375857.6.wgt.RDat	ENST00000375857.6	13	108793580	109056057	0.2079	rs7339361	 2.48	rs9520845	 8.10e-02	-6.84	-0.3600	50	28	enet	0.099	1e-13	 0.91104	0.36227
