PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/data/songy4/tes/output/weights_control//ENST00000629041.1.wgt.RDat	ENST00000629041.1	1	45581219	45581321	0.0335	rs11585508	-2.310	rs12141099	 2.74e-02	 -4.45	-0.25253	 9	 1	top1	0.027	8e-05	 0.252525	8.01e-01
NA	/data/songy4/tes/output/weights_control//ENST00000612424.4.wgt.RDat	ENST00000612424.4	1	156243321	156248117	0.0538	rs10737170	 6.461	rs10737170	 4.66e-03	  3.50	 6.46104	18	 9	enet	0.011	0.0095	 4.069641	4.71e-05
NA	/data/songy4/tes/output/weights_control//ENST00000359650.10.wgt.RDat	ENST00000359650.10	1	153330120	153348841	0.0473	rs10158450	-1.950	rs10494281	 2.74e-02	  4.25	 0.48630	17	 1	top1	0.027	8.1e-05	 0.486301	6.27e-01
NA	/data/songy4/tes/output/weights_control//ENST00000470459.6.wgt.RDat	ENST00000470459.6	1	161222296	161223628	0.0754	rs1801274	-6.787	rs2501873	 8.33e-03	  4.32	 0.62500	18	11	enet	0.058	1.3e-08	-0.471292	6.37e-01
NA	/data/songy4/tes/output/weights_control//ENST00000647767.1.wgt.RDat	ENST00000647767.1	1	156290580	156295680	0.0795	rs10737170	 6.461	rs10737170	 3.40e-03	  3.43	 6.46104	18	14	enet	0.037	4.9e-06	 2.701339	6.91e-03
NA	/data/songy4/tes/output/weights_control//ENST00000647711.1.wgt.RDat	ENST00000647711.1	1	109711780	109715240	0.0945	rs1277224	 2.939	rs2269340	 6.59e-02	  6.11	 1.24309	15	 1	top1	0.066	1.4e-09	 1.243094	2.14e-01
NA	/data/songy4/tes/output/weights_control//ENST00000629009.2.wgt.RDat	ENST00000629009.2	1	45493937	45498625	0.0770	rs11585508	-2.310	rs12141099	 2.45e-02	  4.24	-0.25253	12	 7	enet	0.039	3.3e-06	 2.458016	1.40e-02
NA	/data/songy4/tes/output/weights_control//ENST00000359959.4.wgt.RDat	ENST00000359959.4	1	248046836	248063407	0.1533	rs12130716	 2.515	rs4478844	 1.26e-01	  8.27	 1.64948	23	 8	enet	0.14	9.3e-20	 2.092464	3.64e-02
NA	/data/songy4/tes/output/weights_control//ENST00000568695.1.wgt.RDat	ENST00000568695.1	1	200669507	200694250	0.0456	rs17421120	-2.401	rs17421120	 3.57e-02	  4.52	-2.40120	19	 1	top1	0.036	7.5e-06	-2.401198	1.63e-02
NA	/data/songy4/tes/output/weights_control//ENST00000470364.5.wgt.RDat	ENST00000470364.5	1	37866459	37873028	0.0609	rs11578786	 1.520	rs565645	 2.19e-02	 -3.74	 0.24490	15	 1	top1	0.022	0.00039	-0.244898	8.07e-01
NA	/data/songy4/tes/output/weights_control//ENST00000470306.5.wgt.RDat	ENST00000470306.5	1	156154877	156159031	0.0527	rs10737170	 6.461	rs12401573	 1.65e-02	 -3.42	-0.02062	14	 1	top1	0.016	0.0019	 0.020619	9.84e-01
NA	/data/songy4/tes/output/weights_control//ENST00000648012.1.wgt.RDat	ENST00000648012.1	1	25272439	25329161	0.0741	rs7415034	 1.395	rs2375278	 4.32e-02	  4.93	-1.20741	20	 1	top1	0.043	9.2e-07	-1.207407	2.27e-01
